City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
245,Nancha,CN,2021-09-28 11:39:47,47.1333,129.2667,55.54,93,1,3.89
246,Chokurdakh,RU,2021-09-28 11:39:48,70.6333,147.9167,26.55,96,98,13.13
247,Ahipara,NZ,2021-09-28 11:39:48,-35.1667,173.1667,50.0,77,10,6.71
248,Aasiaat,GL,2021-09-28 11:39:48,68.7098,-52.8699,12.83,78,44,11.12
249,Trelew,AR,2021-09-28 11:39:48,-43.249,-65.3051,52.52,33,43,10.96
250,Sambava,MG,2021-09-28 11:39:49,-14.2667,50.1667,77.88,68,65,15.28
251,Banepa,NP,2021-09-28 11:39:49,27.6298,85.5214,68.32,94,75,4.61
252,Mar Del Plata,AR,2021-09-28 11:39:49,-38.0023,-57.5575,51.13,80,0,4.0
253,Vilhena,BR,2021-09-28 11:38:19,-12.7406,-60.1458,80.64,53,4,3.09
254,Takoradi,GH,2021-09-28 11:39:50,4.8845,-1.7554,80.55,76,97,5.44
255,Cavalcante,BR,2021-09-28 11:39:50,-13.7975,-47.4583,81.59,36,28,10.2
256,Syamzha,RU,2021-09-28 11:39:50,60.0158,41.0614,51.06,60,74,3.94
257,Morganton,US,2021-09-28 11:39:51,35.7454,-81.6848,66.65,96,1,1.99
258,Eyl,SO,2021-09-28 11:39:51,7.9803,49.8164,93.04,46,11,23.33
259,Broken Hill,AU,2021-09-28 11:39:51,-31.95,141.4333,67.71,37,40,11.5
260,Chizhou,CN,2021-09-28 11:39:52,30.6578,117.4831,80.69,79,0,1.48
261,Deputatskiy,RU,2021-09-28 11:39:52,69.3,139.9,17.96,81,28,3.74
262,Nelson,NZ,2021-09-28 11:39:52,-41.2833,173.2833,45.7,87,10,4.0
263,Hamilton,US,2021-09-28 11:39:53,39.1834,-84.5333,67.39,89,1,1.01
264,Mitsamiouli,KM,2021-09-28 11:39:53,-11.3847,43.2844,84.49,70,20,13.8
265,Kibungo,RW,2021-09-28 11:39:53,-2.1597,30.5427,79.72,38,71,6.08
266,Vila Franca Do Campo,PT,2021-09-28 11:39:53,37.7167,-25.4333,78.19,72,15,6.69
267,Provideniya,RU,2021-09-28 11:39:54,64.3833,-173.3,30.67,81,100,0.63
268,Tucurui,BR,2021-09-28 11:39:54,-3.7661,-49.6725,84.15,63,0,5.3
269,Husavik,IS,2021-09-28 11:39:54,66.0449,-17.3389,31.91,96,100,42.7
270,Kudahuvadhoo,MV,2021-09-28 11:39:55,2.6708,72.8944,82.9,77,97,16.26
271,Pevek,RU,2021-09-28 11:39:55,69.7008,170.3133,23.05,79,100,6.71
272,Tonota,BW,2021-09-28 11:39:55,-21.4833,27.4833,95.5,10,0,5.14
273,Itoman,JP,2021-09-28 11:39:56,26.1247,127.6694,84.22,80,20,11.5
274,Sweetwater,US,2021-09-28 11:39:56,25.7634,-80.3731,80.98,82,20,3.44
275,Yenagoa,NG,2021-09-28 11:39:56,4.9247,6.2642,87.58,59,53,6.69
276,Iskateley,RU,2021-09-28 11:39:57,67.6803,53.1512,47.46,70,89,6.51
277,Harij,IN,2021-09-28 11:39:57,23.7,71.9,91.15,60,69,6.04
278,Vanimo,PG,2021-09-28 11:39:57,-2.6741,141.3028,79.61,87,93,5.7
279,Milkovo,RU,2021-09-28 11:39:58,54.7167,158.6167,43.47,74,91,5.37
280,Lipin Bor,RU,2021-09-28 11:39:58,60.2622,37.9763,50.7,66,57,3.65
281,Jambi,ID,2021-09-28 11:39:58,-1.6,103.6167,76.73,93,97,1.45
282,Rocha,UY,2021-09-28 11:39:59,-34.4833,-54.3333,60.96,82,80,11.21
283,Pundaguitan,PH,2021-09-28 11:39:59,6.3711,126.1689,84.74,74,90,14.7
284,Turayf,SA,2021-09-28 11:39:59,31.6725,38.6637,86.25,32,0,6.91
285,Grants,US,2021-09-28 11:39:59,35.1473,-107.8514,48.43,93,90,0.0
286,Trairi,BR,2021-09-28 11:35:38,-3.2778,-39.2689,87.08,52,5,14.92
287,Pilar,BR,2021-09-28 11:40:00,-9.5972,-35.9567,82.33,59,83,10.4
288,Diamantino,BR,2021-09-28 11:40:00,-14.4086,-56.4461,83.98,55,33,4.74
289,George,ZA,2021-09-28 11:40:00,-33.963,22.4617,62.15,55,40,8.05
290,Abnub,EG,2021-09-28 11:40:01,27.2696,31.1511,90.16,22,0,15.43
291,Acs,HU,2021-09-28 11:40:01,47.7123,18.0113,74.01,73,20,13.8
292,Lebu,CL,2021-09-28 11:40:03,-37.6167,-73.65,48.43,62,7,7.49
